data,time,CPU (Tctl/Tdie) [°C],Core Clocks (avg) [MHz],CPU Package Power [W],GPU Hot Spot Temperature [°C],GPU Temperature [°C],GPU Shader Clock [MHz],GPU Fan [RPM],scenario,source_file,label
9.7.2026,01:24.0,80.0,4258.6,59.263,117.1,93.5,2000.0,1850.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:26.0,78.8,4495.6,58.155,117.5,90.1,2000.0,1838.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:28.0,76.1,4723.2,55.156,118.7,93.0,2000.0,1849.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:30.0,76.6,4307.4,57.309,118.6,96.2,2000.0,1844.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:32.0,72.7,4774.1,59.072,117.2,92.8,2000.0,1810.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:34.0,74.9,4876.9,56.846,118.3,96.2,2000.0,1841.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:36.0,70.0,4709.7,60.239,117.8,95.6,2000.0,1827.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:38.0,74.3,4260.2,72.662,118.5,94.1,2000.0,1751.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:40.0,78.3,4318.5,57.549,118.8,94.4,2000.0,1808.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:42.0,78.0,4919.1,59.202,117.6,90.4,2000.0,1836.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:44.0,77.8,4525.1,67.413,117.5,96.7,2000.0,1838.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:46.0,78.6,4848.6,72.628,117.3,89.9,2000.0,1848.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:48.0,73.3,4841.8,72.281,117.0,91.2,2000.0,1843.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:50.0,77.9,4897.7,72.172,118.6,96.5,2000.0,1761.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:52.0,74.6,4836.3,59.552,117.4,90.9,2000.0,1781.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:54.0,73.3,4973.5,60.582,117.0,95.5,2000.0,1836.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:56.0,79.8,4951.4,57.307,118.3,95.1,2000.0,1804.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,01:58.0,79.6,4286.7,63.691,118.9,97.5,2000.0,1777.0,GPU Overheat (ramp),synthetic_ramp_and_hold,bad
9.7.2026,00:00.0,72.9,4508.2,66.532,113.6,97.1,1800.0,2805.0,GPU Overheat (spikes),synthetic_spike_pattern,bad
9.7.2026,00:02.0,65.0,4630.8,69.389,83.5,65.0,2400.0,1678.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,00:04.0,69.7,4731.4,61.604,86.5,68.1,2400.0,1421.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,00:06.0,74.4,4447.4,63.168,83.9,64.6,2400.0,1490.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,00:08.0,66.7,4952.3,68.546,84.4,67.9,2400.0,1526.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,00:10.0,68.9,4200.3,60.738,114.5,96.4,1800.0,2819.0,GPU Overheat (spikes),synthetic_spike_pattern,bad
9.7.2026,00:12.0,73.5,4553.7,59.274,84.6,66.7,2400.0,1539.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,00:14.0,75.3,4267.8,65.309,84.8,65.3,2400.0,1451.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,00:16.0,75.6,4738.2,59.493,85.8,69.1,2400.0,1625.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,00:18.0,68.2,4879.8,56.457,83.2,68.1,2400.0,1543.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,00:20.0,67.5,4595.5,59.88,112.1,93.9,1800.0,2879.0,GPU Overheat (spikes),synthetic_spike_pattern,bad
9.7.2026,00:22.0,74.8,4285.3,63.503,85.9,70.9,2400.0,1631.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,00:24.0,71.7,4399.4,71.967,83.1,63.3,2400.0,1415.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,00:26.0,73.7,4676.4,74.001,84.7,65.7,2400.0,1696.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,00:28.0,74.4,4864.5,65.957,87.3,69.3,2400.0,1551.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,00:30.0,71.2,4397.8,67.753,114.5,95.8,1800.0,2704.0,GPU Overheat (spikes),synthetic_spike_pattern,bad
9.7.2026,00:32.0,73.1,4262.0,60.715,86.6,69.0,2400.0,1482.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,00:34.0,72.0,4385.0,68.879,83.6,67.0,2400.0,1442.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,00:36.0,70.3,4532.6,59.137,86.2,70.9,2400.0,1563.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,00:38.0,72.6,4885.4,70.312,84.5,65.0,2400.0,1609.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,00:40.0,69.6,4882.8,74.069,111.9,96.9,1800.0,2901.0,GPU Overheat (spikes),synthetic_spike_pattern,bad
9.7.2026,00:42.0,72.1,4376.4,59.388,84.5,65.8,2400.0,1581.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,00:44.0,69.4,4523.5,58.301,84.6,69.5,2400.0,1604.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,00:46.0,73.1,4515.2,66.288,84.8,69.2,2400.0,1408.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,00:48.0,66.8,4240.2,62.582,82.2,63.9,2400.0,1539.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,00:50.0,74.9,4801.6,71.638,111.1,94.4,1800.0,2752.0,GPU Overheat (spikes),synthetic_spike_pattern,bad
9.7.2026,00:52.0,65.3,4999.9,61.999,83.5,68.1,2400.0,1562.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,00:54.0,73.5,4959.7,58.987,85.9,67.0,2400.0,1626.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,00:56.0,66.6,4651.2,59.359,82.1,66.4,2400.0,1601.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,00:58.0,67.2,4798.3,57.291,86.2,67.4,2400.0,1582.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,01:00.0,66.4,4449.6,68.547,114.1,94.3,1800.0,2610.0,GPU Overheat (spikes),synthetic_spike_pattern,bad
9.7.2026,01:02.0,74.3,4752.5,67.545,87.7,70.8,2400.0,1423.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,01:04.0,76.1,4296.8,74.677,82.6,63.7,2400.0,1580.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,01:06.0,70.6,4604.8,61.825,86.7,70.0,2400.0,1511.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,01:08.0,66.4,4708.5,71.574,87.1,68.0,2400.0,1688.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,01:10.0,74.5,4416.1,71.164,113.5,96.4,1800.0,2986.0,GPU Overheat (spikes),synthetic_spike_pattern,bad
9.7.2026,01:12.0,70.7,4414.7,72.034,85.2,67.8,2400.0,1619.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,01:14.0,76.5,4571.8,67.207,87.0,71.6,2400.0,1473.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,01:16.0,76.1,4369.7,70.957,84.3,69.1,2400.0,1455.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,01:18.0,74.1,4208.1,73.961,84.0,64.6,2400.0,1483.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,01:20.0,71.4,4752.5,67.918,110.4,91.8,1800.0,2903.0,GPU Overheat (spikes),synthetic_spike_pattern,bad
9.7.2026,01:22.0,66.2,4753.4,61.124,84.9,66.0,2400.0,1466.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,01:24.0,71.9,4796.7,61.616,85.5,68.1,2400.0,1528.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,01:26.0,68.3,4354.1,57.391,86.2,69.9,2400.0,1436.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,01:28.0,67.4,4587.4,69.492,85.2,66.4,2400.0,1465.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,01:30.0,68.7,4355.3,59.55,114.9,97.3,1800.0,2640.0,GPU Overheat (spikes),synthetic_spike_pattern,bad
9.7.2026,01:32.0,71.9,4979.4,66.067,83.1,68.0,2400.0,1482.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,01:34.0,76.3,4898.2,66.481,86.2,70.6,2400.0,1547.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,01:36.0,67.4,4952.9,64.555,84.8,67.6,2400.0,1415.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,01:38.0,66.0,4242.9,57.984,86.9,69.9,2400.0,1589.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,01:40.0,77.9,4811.6,67.126,112.8,96.3,1800.0,2647.0,GPU Overheat (spikes),synthetic_spike_pattern,bad
9.7.2026,01:42.0,71.8,4554.2,72.203,86.7,70.6,2400.0,1535.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,01:44.0,73.1,4792.1,73.952,87.9,71.4,2400.0,1583.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,01:46.0,73.6,4339.1,56.501,83.2,67.2,2400.0,1447.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,01:48.0,72.7,4385.2,69.139,82.0,64.8,2400.0,1487.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,01:50.0,73.9,4830.3,67.501,113.5,96.2,1800.0,2970.0,GPU Overheat (spikes),synthetic_spike_pattern,bad
9.7.2026,01:52.0,70.5,4718.1,73.168,86.0,66.3,2400.0,1563.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,01:54.0,67.2,4799.2,66.384,87.0,71.6,2400.0,1492.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,01:56.0,74.0,4954.1,65.009,83.7,68.1,2400.0,1610.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,01:58.0,65.5,4457.9,60.007,85.0,69.6,2400.0,1530.0,GPU Overheat (spikes),synthetic_spike_pattern,good
9.7.2026,00:00.0,80.4,4999.7,68.446,112.9,78.3,1430.1,190.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:02.0,79.6,4932.9,58.63,114.7,89.3,1388.2,130.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:04.0,76.9,4466.6,68.403,117.9,86.5,1236.5,70.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:06.0,78.9,4850.9,66.002,120.6,92.3,1315.3,189.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:08.0,75.2,4611.7,74.762,116.5,88.4,1588.1,81.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:10.0,76.1,4805.2,67.508,118.6,88.2,1275.0,72.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:12.0,77.5,4758.6,57.429,119.6,92.6,1571.1,88.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:14.0,74.4,4641.8,56.864,121.7,90.6,1263.4,110.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:16.0,76.6,4598.7,69.332,121.9,87.8,1247.0,166.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:18.0,80.3,4641.0,62.672,117.1,89.4,1592.1,49.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:20.0,80.8,4832.0,63.299,121.2,91.1,1545.6,55.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:22.0,80.2,4669.6,74.978,121.3,91.3,1313.1,60.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:24.0,77.4,4634.7,64.107,116.9,90.4,1338.0,110.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:26.0,79.0,4820.4,55.873,115.2,88.3,1428.7,47.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:28.0,80.1,4856.6,74.616,119.4,87.4,1354.4,133.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:30.0,77.0,4899.4,63.806,117.0,91.6,1436.1,174.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:32.0,79.2,4323.5,64.39,117.3,87.7,1364.0,131.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:34.0,78.9,4881.9,72.187,121.7,93.3,1459.9,170.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:36.0,79.2,4228.7,56.368,115.8,87.6,1503.8,174.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:38.0,82.0,4278.8,67.675,118.3,84.1,1498.7,87.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:40.0,78.9,4836.9,60.867,120.7,91.3,1561.4,9.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:42.0,77.3,4336.0,56.579,115.7,89.3,1426.4,159.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:44.0,74.4,4568.9,60.08,120.7,89.5,1565.1,29.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:46.0,80.0,4326.4,63.835,114.6,89.5,1560.5,136.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:48.0,78.4,4876.2,58.984,115.5,84.6,1369.7,50.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:50.0,74.4,4994.2,60.905,115.8,86.0,1428.8,115.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:52.0,74.7,4795.7,55.981,121.8,90.2,1426.4,137.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:54.0,81.0,4685.7,62.046,118.1,88.1,1314.5,160.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:56.0,78.8,4870.7,67.565,118.4,87.2,1488.4,132.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,00:58.0,75.1,4785.9,56.803,121.0,89.6,1376.3,116.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:00.0,73.8,4977.2,65.617,115.0,82.5,1252.9,108.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:02.0,74.6,4845.2,69.931,121.1,87.8,1529.9,96.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:04.0,81.6,4888.1,69.484,115.4,89.2,1256.3,193.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:06.0,80.0,4211.1,65.731,121.8,87.1,1346.3,158.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:08.0,78.7,4952.2,57.167,116.5,84.8,1433.8,164.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:10.0,80.8,4377.1,56.264,114.3,89.1,1424.6,183.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:12.0,75.0,4957.0,61.087,120.2,86.1,1363.3,28.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:14.0,80.9,4736.4,69.863,116.9,91.0,1254.3,91.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:16.0,79.4,4279.2,64.787,121.5,92.3,1261.8,83.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:18.0,72.3,4960.4,72.109,116.1,81.6,1348.2,89.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:20.0,77.4,4518.5,58.796,113.0,81.1,1591.1,72.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:22.0,76.5,4677.7,55.427,113.2,79.7,1465.1,128.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:24.0,73.3,4812.1,59.143,119.9,92.4,1425.8,14.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:26.0,75.3,4202.3,72.168,114.2,80.5,1259.0,180.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:28.0,74.5,4220.6,55.297,113.4,87.1,1269.8,132.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:30.0,75.2,4793.4,65.522,119.9,92.5,1269.7,10.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:32.0,79.8,4603.1,73.908,119.5,89.7,1405.3,22.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:34.0,80.7,4971.2,56.217,112.4,79.6,1408.6,92.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:36.0,78.9,4258.8,56.616,116.8,87.8,1396.1,182.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:38.0,74.8,4460.1,74.893,118.1,92.4,1453.2,110.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:40.0,78.1,4882.2,68.018,117.3,87.8,1239.7,140.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:42.0,74.2,4471.1,64.07,119.7,87.5,1380.6,46.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:44.0,76.3,4322.1,73.46,116.2,90.2,1466.0,75.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:46.0,72.9,4849.4,66.127,112.7,79.4,1238.6,148.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:48.0,75.3,4732.3,70.006,117.9,87.2,1248.9,71.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:50.0,81.7,4662.3,59.255,120.7,88.5,1440.2,70.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:52.0,73.1,4810.1,66.482,118.6,91.3,1538.1,74.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:54.0,81.7,4714.2,55.525,120.1,86.6,1527.4,123.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:56.0,74.7,4447.2,61.796,121.3,88.0,1272.2,141.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,01:58.0,77.7,4706.5,55.613,112.1,78.4,1360.3,28.0,GPU Overheat (fan failure),synthetic_sustained_extreme,bad
9.7.2026,30:29.5,55.87678796464386,5135.317121268422,47.04631968293278,57.0,49.0,2747.0,603.0,CPU Heavy,synthetic_cpu_multicore_v2,good
9.7.2026,30:31.5,58.32295388751846,5127.986349742393,51.58689236826899,57.0,49.0,2748.0,605.0,CPU Heavy,synthetic_cpu_multicore_v2,good
9.7.2026,30:33.5,66.16091661793256,5068.1156289735245,60.245347865305924,57.0,49.0,2748.0,606.0,CPU Heavy,synthetic_cpu_multicore_v2,good
9.7.2026,30:35.5,82.64868999904957,5024.787170533046,78.14563347376684,57.0,49.0,2747.0,608.0,CPU Heavy,synthetic_cpu_multicore_v2,good
9.7.2026,30:37.5,83.86952085900661,5080.935864426653,77.13765748265682,57.0,49.0,2748.0,607.0,CPU Heavy,synthetic_cpu_multicore_v2,good
9.7.2026,30:39.5,89.36953000761304,5041.562062638744,102.45727951245324,57.0,49.0,2747.0,606.0,CPU Heavy,synthetic_cpu_multicore_v2,good
9.7.2026,30:41.5,95.07999727467784,4996.131891311225,120.1928610824279,57.0,49.0,2748.0,608.0,CPU Heavy,synthetic_cpu_multicore_v2,warning
9.7.2026,30:43.5,95.52764373713032,5031.203471246465,116.42303962717565,57.0,49.0,2747.0,611.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,30:45.5,94.33839106667769,5028.1645250651745,119.06282810498772,56.0,48.0,2747.0,608.0,CPU Heavy,synthetic_cpu_multicore_v2,warning
9.7.2026,30:47.5,95.40233503364226,4969.665088448268,115.12871681002956,56.0,48.0,2747.0,604.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,30:49.5,94.84176608579418,4955.471585271247,116.30267908884595,56.0,48.0,2747.0,606.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,30:51.5,94.74047771785177,5004.56493174107,117.53977396331344,56.0,48.0,2748.0,606.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,30:53.5,95.33483055447759,5041.798220720753,117.86824003676769,56.0,48.0,2747.0,609.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,30:55.5,94.03384768382034,5000.542298772235,116.36758975197537,56.0,48.0,2748.0,609.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,30:57.5,94.43881036377802,5005.161557965813,117.28828723815103,56.0,48.0,2748.0,605.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,30:59.5,95.086672063158,4991.832818513477,116.43201862714426,56.0,48.0,2746.0,607.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:01.5,94.93561208669851,5000.350903320538,115.5451402805868,56.0,48.0,2747.0,607.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:03.5,95.27511053199613,4992.6384688238195,115.78458828167808,56.0,48.0,2747.0,610.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:05.5,94.29401454702368,4989.390319998558,115.38803634339034,56.0,48.0,2746.0,605.0,CPU Heavy,synthetic_cpu_multicore_v2,warning
9.7.2026,31:07.5,94.31301081400282,4959.399076628936,114.51181901623328,56.0,48.0,2748.0,606.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:09.5,95.8167150808433,5044.928207474119,114.6834095494623,56.0,48.0,2748.0,607.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:11.5,94.97418888248373,5026.654278993378,115.13050716705862,56.0,47.0,2748.0,609.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:13.5,95.13762927675467,5033.304973011691,115.87450834476446,56.0,48.0,2748.0,609.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:15.5,94.60607627505405,5006.322338837583,116.10659229226073,56.0,48.0,2747.0,608.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:17.5,95.19664929941065,5003.454508021293,115.10477037386418,55.0,47.0,2747.0,605.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:19.5,96.16181027388225,4988.057186013564,116.88538836857239,55.0,47.0,2748.0,608.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:21.5,95.35862272560277,4998.654487423382,117.0155484550378,55.0,48.0,2748.0,607.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:23.5,96.30935318470033,4992.4801555461345,117.5906313283713,55.0,47.0,2747.0,609.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:25.5,95.76530134190635,4977.347754670019,116.33133609547603,55.0,47.0,2748.0,605.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:27.5,96.03745717971763,4972.8015464618975,116.96160647816659,55.0,47.0,2748.0,605.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:29.5,96.06470625509243,4944.320083906123,118.0782631333982,55.0,47.0,2747.0,607.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:31.5,97.5321596546754,4971.697242456729,116.11385316972333,55.0,47.0,2747.0,605.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:33.5,96.49247883447471,4987.810366878751,117.33305079293511,55.0,47.0,2746.0,608.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:35.5,95.91060335520447,4992.274656218137,116.69143309685911,55.0,47.0,2747.0,604.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:37.5,97.05835322120176,5019.823527626016,116.69037965681159,55.0,47.0,2748.0,608.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:39.5,95.91969961601593,4954.823307460805,118.13085079077803,55.0,47.0,2748.0,604.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:41.5,96.61638671658356,4991.992161687876,117.34552044536252,55.0,47.0,2747.0,610.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:43.5,95.30799748371616,5018.966125113427,117.2601794777887,55.0,47.0,2747.0,607.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:45.5,95.75988436022145,5007.646622363383,117.8950914572716,55.0,47.0,2748.0,610.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:47.5,96.60969854686677,4925.512102559503,116.722769881309,55.0,47.0,2748.0,609.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:49.5,96.91150158576178,4998.350989873862,117.47982475629887,55.0,47.0,2747.0,607.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:51.5,96.59549290566322,5000.754020148732,115.87441737796028,55.0,47.0,2748.0,605.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:53.5,96.43555639092878,4968.243526612779,117.12498915576663,55.0,47.0,2747.0,607.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:55.5,96.3322136010346,4950.526392601382,115.68711044520747,55.0,47.0,2748.0,606.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:57.5,95.77611147193196,4953.8599788970805,116.89053354439936,55.0,47.0,2747.0,607.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,31:59.5,96.19887550597387,4955.330056246976,117.90986324009293,54.0,47.0,2748.0,603.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,32:01.5,96.24331460644504,5015.198704059538,115.50193765645307,54.0,47.0,2747.0,607.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,32:03.5,97.18906859730309,4976.960272828293,119.09169958556065,54.0,47.0,2747.0,606.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
9.7.2026,32:05.5,96.69147714315663,4959.396942007109,114.75129174819682,54.0,47.0,2748.0,605.0,CPU Heavy,synthetic_cpu_multicore_v2,bad
